"id","ExtraCol22","ExtraCol23","ExtraCol24","ExtraCol25","ExtraCol26","ExtraCol27","ExtraCol28","ExtraCol29","ExtraCol30","ExtraCol31","ExtraCol32","ExtraCol33","ExtraCol34","ExtraCol35","ExtraCol36","ExtraCol37","storage_class","region","access_tier","other_details","event_date","login_time","logout_time","last_activity_ts","Headline_cnn","Description_cnn","Title_sc","Speaker (Party)(or nominated by)_sc","Speaker and title_sc","Statements_sc"
526,184,"Z","medium",143,"X","low",238,"Y","high",245,"Y","high",62,"Z","medium",386,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","25-11-2024","15:08:00","16:35:00","25-11-2024 16:27","Assassination Question","Help Russia","Chairman","R","Senator Chuck Grassley (IA)","Chairman Grassley Appreciate"
527,439,"X","high",361,"X","low",240,"Y","high",272,"Y","high",254,"Y","high",94,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","30-11-2024","09:40:00","13:36:00","30-11-2024 13:26","Voice Cnn Masai","Actor Bob Odenkirk","Nominee","R","Brett M. Kavanaugh","Kavanaugh Dissents President"
528,126,"X","high",346,"Y","medium",400,"Z","medium",276,"X","low",45,"X","medium",177,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","26-08-2024","14:58:00","16:13:00","26-08-2024 16:12","Climate Action Opinion","Warming Caused Humans","Senator","R","Senator Orrin Hatch (UT)","Kozinski Phone Senator"
529,346,"Y","high",69,"Y","medium",16,"Z","low",421,"Z","high",306,"X","medium",463,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","07-11-2024","06:06:00","09:24:00","07-11-2024 09:20","Cnn Montana Nonprofit","Ravaged Nicaragua Category","Nominee","R","Brett M. Kavanaugh","Proud Judge Kavanaugh"
530,298,"Y","medium",87,"X","medium",185,"Y","low",245,"Y","low",299,"X","medium",251,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","06-07-2024","07:19:00","07:45:00","06-07-2024 07:40","Climate Action Opinion","Warming Caused Humans","Chairman","R","Senator Chuck Grassley (IA)","Chairman Grassley Appreciate"
531,426,"X","high",115,"Z","medium",37,"Y","low",478,"Y","medium",117,"Y","low",310,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","13-03-2024","16:21:00","17:06:00","13-03-2024 17:04","Climate Action Opinion","Warming Caused Humans","Senator","D","Senator Patrick Leahy (VT)","Judge Senator Leahy"
532,485,"X","low",52,"Z","high",218,"Z","medium",352,"Y","medium",18,"X","medium",499,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","14-12-2024","08:16:00","11:06:00","14-12-2024 10:56","Cnn Montana Nonprofit","Warming Caused Humans","Nominee","R","Brett M. Kavanaugh","Proud Judge Kavanaugh"
533,179,"X","low",411,"Z","medium",402,"Z","high",293,"Z","high",80,"Z","low",385,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","22-01-2024","11:19:00","13:31:00","22-01-2024 13:21","Climate Action Opinion","Warming Caused Humans","Senator","D","Senator Patrick Leahy (VT)","Analyze Senator"
534,47,"X","high",265,"X","medium",64,"Y","medium",289,"Y","medium",71,"Z","low",229,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","31-08-2024","16:09:00","18:10:00","31-08-2024 18:07","Climate Action Opinion","Warming Caused Humans","Nominee","R","Brett M. Kavanaugh","Proud Judge Kavanaugh"
535,78,"Y","high",405,"X","low",68,"Y","medium",288,"Z","low",264,"Y","medium",332,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","22-07-2024","10:55:00","14:08:00","22-07-2024 14:07","Climate Action Opinion","Warming Caused Humans","Senator","D","Senator Patrick Leahy (VT)","Judge Senator Leahy"
536,369,"X","high",264,"Y","high",478,"Z","medium",245,"X","low",465,"Z","high",266,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","06-01-2024","18:23:00","18:51:00","06-01-2024 18:43","Amid Inflation","Warming Caused Humans","Nominee","R","Brett M. Kavanaugh","Proud Judge Kavanaugh"
537,181,"Z","low",58,"Y","low",88,"X","high",245,"Z","medium",217,"Y","low",181,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","14-11-2024","14:21:00","15:55:00","14-11-2024 15:48","Climate Action Opinion","Ravaged Nicaragua Category","Senator","D","Senator Patrick Leahy (VT)","Judge Senator Leahy"
538,69,"Z","low",422,"Y","medium",240,"X","high",369,"Z","high",316,"X","high",487,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","20-10-2024","11:42:00","13:52:00","20-10-2024 13:47","Cnn Montana Nonprofit","Turned Movie Different","Nominee","R","Brett M. Kavanaugh","Kavanaugh Dissents President"
539,407,"X","low",86,"X","high",292,"X","medium",126,"X","high",151,"Z","high",296,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","19-10-2024","14:15:00","14:42:00","19-10-2024 14:40","Amid Inflation","Warming Caused Humans","Senator","D","Senator Patrick Leahy (VT)","Judge Senator Leahy"
540,324,"Z","medium",499,"X","medium",138,"Z","high",326,"Z","high",45,"Y","high",373,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","28-09-2024","16:19:00","18:00:00","28-09-2024 17:58","Cnn Montana Nonprofit","Coronavirus Pandemic Late","Nominee","R","Brett M. Kavanaugh","Proud Judge Kavanaugh"
541,65,"Y","low",7,"X","medium",478,"X","medium",263,"X","low",109,"Z","low",204,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","04-02-2024","18:36:00","21:23:00","04-02-2024 21:16","Cnn Montana Nonprofit","Turned Movie Different","Senator","D","Senator Patrick Leahy (VT)","Judge Senator Leahy"
542,356,"X","high",311,"Z","low",81,"Z","low",183,"Y","medium",239,"Z","low",98,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","20-08-2024","20:23:00","22:51:00","20-08-2024 22:50","Amid Inflation","Warming Caused Humans","Chairman","R","Senator Chuck Grassley (IA)","Chairman Grassley Appreciate"
543,318,"X","medium",156,"Z","high",283,"Z","medium",401,"Z","medium",429,"Z","medium",61,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","12-10-2024","12:50:00","13:37:00","12-10-2024 13:33","Climate Action Opinion","Warming Caused Humans","Senator","D","Senator Patrick Leahy (VT)","Judge Senator Leahy"
544,492,"Y","high",265,"Y","low",460,"Z","high",159,"X","high",124,"X","low",402,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","19-07-2024","21:58:00","01:26:00","20-07-2024 01:16","Climate Action Opinion","Warming Caused Humans","Chairman","R","Senator Chuck Grassley (IA)","Chairman Grassley Appreciate"
545,493,"Z","medium",419,"Z","high",366,"X","medium",245,"Y","low",491,"X","medium",260,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","14-02-2024","11:26:00","13:49:00","14-02-2024 13:44","Climate Action Opinion","Said Alicia Keys","Senator","D","Senator Patrick Leahy (VT)","Executive Privilege Limit"
546,487,"X","high",393,"X","medium",14,"Y","high",125,"Z","high",319,"X","high",257,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","25-06-2024","08:06:00","08:35:00","25-06-2024 08:30","Climate Action Opinion","Beating Forecasts Covid","Nominee","R","Brett M. Kavanaugh","Proud Judge Kavanaugh"
547,447,"X","low",140,"X","medium",93,"Z","low",245,"Y","low",177,"X","medium",60,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","02-02-2024","17:11:00","19:30:00","02-02-2024 19:20","Climate Action Opinion","Warming Caused Humans","Senator","D","Senator Patrick Leahy (VT)","Judge Senator Leahy"
548,256,"X","medium",31,"X","high",62,"X","medium",287,"X","medium",311,"X","high",251,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","06-07-2024","06:34:00","09:47:00","06-07-2024 09:40","Climate Action Opinion","Warming Caused Humans","Nominee","R","Brett M. Kavanaugh","Proud Judge Kavanaugh"
549,335,"Z","low",141,"X","high",457,"X","low",487,"X","high",349,"X","high",131,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","26-06-2024","14:15:00","15:35:00","26-06-2024 15:25","Climate Action Opinion","Warming Caused Humans","Senator","D","Senator Patrick Leahy (VT)","Judge Senator Leahy"
550,256,"X","high",404,"X","low",100,"Z","high",149,"Y","high",342,"Y","high",299,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","06-12-2024","21:05:00","00:39:00","07-12-2024 00:34","Cnn Montana Nonprofit","Said Alicia Keys","Nominee","R","Brett M. Kavanaugh","Proud Judge Kavanaugh"
551,396,"Z","medium",257,"Y","medium",27,"Y","low",57,"X","medium",432,"Z","high",175,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","07-03-2024","11:00:00","13:36:00","07-03-2024 13:33","Cnn Montana Nonprofit","Warming Caused Humans","Senator","D","Senator Patrick Leahy (VT)","Judge Senator Leahy"
552,482,"Y","high",379,"Z","medium",191,"Y","low",60,"X","medium",330,"X","low",113,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","22-04-2024","16:52:00","20:36:00","22-04-2024 20:30","Climate Action Opinion","Warming Caused Humans","Nominee","R","Brett M. Kavanaugh","Proud Judge Kavanaugh"
553,58,"X","high",247,"Y","low",141,"Z","medium",245,"Z","high",13,"Y","low",81,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","19-01-2024","13:40:00","14:26:00","19-01-2024 14:23","Climate Action Opinion","Warming Caused Humans","Senator","D","Senator Patrick Leahy (VT)","Judge Senator Leahy"
554,68,"Z","high",264,"Z","medium",240,"Y","medium",391,"Y","medium",188,"Z","high",407,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","30-07-2024","16:48:00","19:32:00","30-07-2024 19:26","Climate Action Opinion","Warming Caused Humans","Nominee","R","Brett M. Kavanaugh","Kavanaugh Dissents President"
555,249,"X","low",32,"X","low",226,"Z","high",356,"Y","medium",454,"Y","high",251,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","08-08-2024","19:08:00","22:54:00","08-08-2024 22:47","Climate Action Opinion","Warming Caused Humans","Senator","D","Senator Patrick Leahy (VT)","Judge Senator Leahy"
556,146,"Y","high",11,"Z","medium",450,"X","medium",104,"X","low",103,"X","high",1,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","16-01-2024","19:40:00","22:01:00","16-01-2024 21:56","Climate Action Opinion","Warming Caused Humans","Nominee","R","Brett M. Kavanaugh","Proud Judge Kavanaugh"
557,265,"Y","high",265,"X","low",240,"X","low",417,"Z","high",249,"Y","low",153,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","26-07-2024","07:57:00","10:07:00","26-07-2024 10:06","Voice Cnn Masai","Said Alicia Keys","Senator","D","Senator Patrick Leahy (VT)","Judge Senator Leahy"
558,155,"Z","medium",101,"X","low",490,"X","medium",82,"Y","high",250,"Z","low",444,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","23-07-2024","12:21:00","15:29:00","23-07-2024 15:22","Scammers Cnn Epik","Ravaged Nicaragua Category","Nominee","R","Brett M. Kavanaugh","Proud Judge Kavanaugh"
559,391,"Z","medium",180,"Y","high",331,"Y","medium",279,"Y","medium",278,"Z","medium",251,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","17-01-2024","06:33:00","08:01:00","17-01-2024 07:56","Climate Action Opinion","Warming Caused Humans","Senator","D","Senator Patrick Leahy (VT)","Judge Senator Leahy"
560,449,"Z","high",184,"Y","medium",191,"Z","high",424,"Y","low",434,"Z","medium",409,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","21-02-2024","18:20:00","18:39:00","21-02-2024 18:36","Climate Action Opinion","Warming Caused Humans","Nominee","R","Brett M. Kavanaugh","Proud Judge Kavanaugh"
561,141,"X","medium",316,"X","low",339,"Y","high",403,"Y","low",269,"Y","low",102,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","13-04-2024","15:11:00","16:19:00","13-04-2024 16:13","Cnn Montana Nonprofit","Niger State Television","Senator","D","Senator Patrick Leahy (VT)","Judge Senator Leahy"
562,386,"X","medium",470,"X","medium",174,"X","low",351,"Y","low",0,"Y","medium",485,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","12-02-2024","09:23:00","10:15:00","12-02-2024 10:14","Abortion Travel","Niger State Television","Nominee","R","Brett M. Kavanaugh","Judge Senator Leahy"
563,53,"X","low",378,"Z","low",105,"Z","low",165,"Y","low",121,"Z","medium",58,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","22-03-2024","19:01:00","19:48:00","22-03-2024 19:39","Scammers Cnn Epik","Niger State Television","Senator","D","Senator Patrick Leahy (VT)","Judge Senator Leahy"
564,398,"Y","high",319,"Z","high",117,"Y","medium",383,"Y","medium",315,"Z","low",17,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","16-03-2024","16:34:00","19:24:00","16-03-2024 19:17","Cnn Montana Nonprofit","Niger State Television","Nominee","R","Brett M. Kavanaugh","Proud Judge Kavanaugh"
565,256,"Y","high",417,"Z","high",240,"Z","medium",193,"Z","medium",391,"X","high",238,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","24-02-2024","12:52:00","14:34:00","24-02-2024 14:32","Cnn Montana Nonprofit","Niger State Television","Senator","D","Senator Patrick Leahy (VT)","Judge Senator Leahy"
566,355,"X","low",255,"X","high",324,"X","high",175,"Z","medium",323,"X","medium",218,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","15-06-2024","20:49:00","23:09:00","15-06-2024 23:03","Abortion Travel","Said Alicia Keys","Nominee","R","Brett M. Kavanaugh","Executive Privilege Limit"
567,256,"X","medium",72,"Y","medium",240,"X","high",266,"X","high",366,"Y","high",145,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","05-07-2024","06:06:00","09:25:00","05-07-2024 09:23","Voice Cnn Masai","Niger State Television","Senator","D","Senator Patrick Leahy (VT)","Judge Senator Leahy"
568,53,"Y","low",265,"Z","low",99,"Y","low",308,"X","low",120,"X","low",84,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","31-10-2024","20:04:00","20:42:00","31-10-2024 20:39","Cnn Montana Nonprofit","Said Alicia Keys","Nominee","R","Brett M. Kavanaugh","Proud Judge Kavanaugh"
569,421,"Z","medium",488,"Y","medium",0,"Z","medium",245,"X","high",47,"Y","high",160,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","16-01-2024","14:59:00","18:01:00","16-01-2024 17:51","Abortion Travel","Niger State Television","Senator","D","Senator Patrick Leahy (VT)","Judge Senator Leahy"
570,54,"Z","low",389,"X","low",32,"Z","medium",245,"Y","low",474,"Y","medium",186,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","29-01-2024","17:41:00","19:30:00","29-01-2024 19:21","Voice Cnn Masai","Actor Bob Odenkirk","Nominee","R","Brett M. Kavanaugh","Proud Judge Kavanaugh"
571,240,"Z","high",174,"Z","low",452,"Z","medium",433,"Y","medium",281,"Z","high",300,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","21-05-2024","07:01:00","07:40:00","21-05-2024 07:31","Abortion Travel","Niger State Television","Senator","D","Senator Patrick Leahy (VT)","Judge Senator Leahy"
572,87,"Y","high",161,"Z","medium",11,"Z","low",141,"Y","high",369,"Z","low",179,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","16-01-2024","18:16:00","21:02:00","16-01-2024 20:54","Abortion Travel","International Women","Nominee","R","Brett M. Kavanaugh","Proud Judge Kavanaugh"
573,423,"Z","high",459,"X","medium",310,"Y","high",120,"X","high",478,"X","low",122,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","20-07-2024","07:36:00","10:24:00","20-07-2024 10:18","Cnn Montana Nonprofit","Ravaged Nicaragua Category","Senator","D","Senator Patrick Leahy (VT)","Judge Senator Leahy"
574,287,"Y","high",47,"Z","low",163,"Y","low",34,"Z","medium",91,"Z","low",298,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","03-01-2024","10:42:00","14:07:00","03-01-2024 13:59","Assassination Question","International Women","Nominee","R","Brett M. Kavanaugh","Proud Judge Kavanaugh"
575,253,"Y","high",265,"Z","low",69,"Z","high",203,"Y","low",435,"Z","medium",291,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","30-12-2024","07:46:00","08:28:00","30-12-2024 08:19","Assassination Question","Ravaged Nicaragua Category","Senator","D","Senator Patrick Leahy (VT)","Executive Privilege Limit"
576,158,"X","low",338,"Y","high",149,"X","high",85,"Y","medium",183,"Y","medium",218,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","24-02-2024","18:36:00","21:43:00","24-02-2024 21:33","Voice Cnn Masai","International Women","Nominee","R","Brett M. Kavanaugh","Proud Judge Kavanaugh"
577,391,"Y","high",403,"X","low",46,"Y","high",465,"Y","medium",312,"X","low",55,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","03-05-2024","06:47:00","10:06:00","03-05-2024 09:56","Cnn Montana Nonprofit","Ravaged Nicaragua Category","Senator","D","Senator Patrick Leahy (VT)","Judge Senator Leahy"
578,105,"X","high",164,"Z","medium",156,"X","low",448,"Z","high",193,"Z","low",482,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","24-06-2024","17:43:00","18:35:00","24-06-2024 18:34","Cnn Montana Nonprofit","Niger State Television","Nominee","R","Brett M. Kavanaugh","Proud Judge Kavanaugh"
579,360,"Y","low",324,"Z","low",408,"Y","medium",414,"X","medium",99,"X","high",259,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","12-08-2024","06:08:00","07:42:00","12-08-2024 07:35","Cnn Montana Nonprofit","Niger State Television","Senator","D","Senator Patrick Leahy (VT)","Judge Senator Leahy"
580,484,"Z","low",162,"Z","high",310,"X","low",140,"Z","low",439,"X","high",138,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","20-10-2024","20:21:00","21:42:00","20-10-2024 21:36","Cnn Montana Nonprofit","Niger State Television","Nominee","R","Brett M. Kavanaugh","Proud Judge Kavanaugh"
581,133,"Y","high",8,"X","medium",405,"X","medium",345,"Y","low",173,"Y","low",362,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","07-04-2024","17:19:00","20:14:00","07-04-2024 20:13","Cnnpolitics Polls Underestimating","Actor Bob Odenkirk","Senator","D","Senator Patrick Leahy (VT)","Judge Senator Leahy"
582,343,"X","medium",227,"X","low",240,"Y","high",245,"Y","low",12,"X","high",209,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","29-12-2024","16:05:00","18:26:00","29-12-2024 18:16","Making Racism","Actor Bob Odenkirk","Nominee","R","Brett M. Kavanaugh","Proud Judge Kavanaugh"
583,154,"Z","low",489,"Z","low",463,"X","medium",136,"X","high",75,"Y","high",82,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","30-03-2024","08:49:00","09:26:00","30-03-2024 09:18","Making Racism","Ravaged Nicaragua Category","Senator","D","Senator Patrick Leahy (VT)","Judge Senator Leahy"
584,464,"Z","medium",121,"Y","high",54,"Z","low",267,"Z","medium",480,"X","high",350,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","28-07-2024","08:46:00","11:11:00","28-07-2024 11:07","Making Racism","International Women","Nominee","R","Brett M. Kavanaugh","Proud Judge Kavanaugh"
585,449,"Y","high",81,"X","high",79,"X","low",82,"Z","medium",410,"X","low",251,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","18-04-2024","17:48:00","20:54:00","18-04-2024 20:45","Making Racism","Ravaged Nicaragua Category","Senator","D","Senator Patrick Leahy (VT)","Judge Senator Leahy"
586,156,"X","medium",460,"Y","high",240,"X","low",480,"Y","low",332,"Z","medium",138,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","09-09-2024","07:37:00","10:11:00","09-09-2024 10:09","Making Racism","International Women","Nominee","R","Brett M. Kavanaugh","Kavanaugh Dissents President"
587,256,"X","medium",265,"Z","low",261,"Y","medium",81,"Z","medium",389,"X","low",331,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","27-08-2024","09:09:00","11:25:00","27-08-2024 11:19","Making Racism","Actor Bob Odenkirk","Senator","D","Senator Patrick Leahy (VT)","Judge Senator Leahy"
