id,ExtraCol21,ExtraCol22,ExtraCol23,ExtraCol24,ExtraCol25,ExtraCol26,ExtraCol27,ExtraCol28,ExtraCol29,ExtraCol30,ExtraCol31,ExtraCol32,ExtraCol33,ExtraCol34,ExtraCol35,ExtraCol36,ExtraCol37,storage_class,region,access_tier,other_details,event_date,login_time,logout_time,last_activity_ts,Headline_cnn,Description_cnn,Title_sc,Speaker (Party)(or nominated by)_sc,Speaker and title_sc,Statements_sc
494,low,290,X,low,438,Y,medium,483,Y,high,336,Z,high,245,Z,low,323,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",12-05-2024,18:51:00,20:08:00,12-05-2024 20:02,Cnn Montana Nonprofit,Niger State Television,Nominee,R,Brett M. Kavanaugh,Proud Judge Kavanaugh
495,high,348,Y,high,0,Y,low,117,X,low,316,X,medium,44,Z,high,337,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",22-04-2024,13:23:00,15:33:00,22-04-2024 15:29,Climate Action Opinion,Warming Caused Humans,Senator,R,Senator Orrin Hatch (UT),Kavanaugh Dissents President
496,medium,378,X,low,247,Z,low,376,Z,high,346,X,high,275,Y,high,494,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",18-04-2024,16:49:00,19:12:00,18-04-2024 19:02,Climate Action Opinion,Warming Caused Humans,Nominee,R,Brett M. Kavanaugh,Kavanaugh Dissents President
497,low,420,X,medium,397,Z,medium,59,Z,high,353,Y,low,425,Y,low,253,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",06-12-2024,07:11:00,09:32:00,06-12-2024 09:30,Climate Action Opinion,Warming Caused Humans,Senator,R,Senator Orrin Hatch (UT),Kozinski Phone Senator
498,medium,307,X,low,174,Z,medium,18,Y,low,80,Y,high,408,Y,high,150,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",24-01-2024,07:40:00,10:16:00,24-01-2024 10:08,Climate Action Opinion,Warming Caused Humans,Nominee,R,Brett M. Kavanaugh,Kavanaugh Dissents President
499,low,420,X,medium,115,Y,high,68,Z,medium,154,Z,high,357,Y,low,363,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",27-05-2024,10:42:00,13:29:00,27-05-2024 13:21,Climate Action Opinion,Warming Caused Humans,Senator,R,Senator Orrin Hatch (UT),Kavanaugh Dissents President
500,low,420,Z,medium,305,Z,medium,49,Y,high,95,Y,low,288,Y,low,352,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",21-11-2024,13:52:00,17:12:00,21-11-2024 17:06,Climate Action Opinion,Warming Caused Humans,Nominee,R,Brett M. Kavanaugh,Proud Judge Kavanaugh
501,medium,373,Y,high,1,X,medium,72,Y,medium,105,Y,high,312,X,low,241,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",26-06-2024,13:55:00,16:31:00,26-06-2024 16:27,Amid Inflation,Warming Caused Humans,Senator,R,Senator Orrin Hatch (UT),Kozinski Phone Senator
502,medium,199,Z,high,229,X,low,165,X,medium,104,Z,low,49,Z,low,167,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",28-06-2024,13:41:00,15:52:00,28-06-2024 15:47,Climate Action Opinion,Warming Caused Humans,Nominee,R,Brett M. Kavanaugh,Proud Judge Kavanaugh
503,high,265,X,medium,225,Z,medium,292,Y,high,318,Y,medium,363,X,medium,465,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",22-05-2024,15:18:00,19:15:00,22-05-2024 19:09,Climate Action Opinion,Warming Caused Humans,Senator,R,Senator Orrin Hatch (UT),Kozinski Phone Senator
504,low,483,X,high,341,Y,medium,9,Y,medium,466,Z,low,340,X,medium,40,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",09-12-2024,19:17:00,20:28:00,09-12-2024 20:25,Climate Action Opinion,Warming Caused Humans,Nominee,R,Brett M. Kavanaugh,Proud Judge Kavanaugh
505,low,124,Y,low,341,X,medium,63,Y,medium,279,Y,medium,71,X,low,39,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",15-03-2024,11:38:00,13:44:00,15-03-2024 13:41,Climate Action Opinion,Warming Caused Humans,Senator,R,Senator Orrin Hatch (UT),Kozinski Phone Senator
506,low,346,Z,high,267,Y,high,168,X,low,7,Z,medium,316,X,medium,315,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",18-06-2024,06:12:00,08:30:00,18-06-2024 08:21,Climate Action Opinion,Warming Caused Humans,Nominee,R,Brett M. Kavanaugh,Proud Judge Kavanaugh
507,medium,396,Z,high,291,Z,medium,352,Y,medium,346,X,high,192,Y,medium,40,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",13-10-2024,06:37:00,08:52:00,13-10-2024 08:46,Cnn Montana Nonprofit,Warming Caused Humans,Senator,R,Senator Orrin Hatch (UT),Kozinski Phone Senator
508,high,240,Z,medium,13,X,low,48,Z,low,270,Z,low,254,Z,medium,380,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",21-06-2024,13:47:00,15:08:00,21-06-2024 15:04,Climate Action Opinion,Warming Caused Humans,Nominee,R,Brett M. Kavanaugh,Proud Judge Kavanaugh
509,high,432,Y,high,490,Y,high,142,Z,high,388,Z,high,236,X,high,421,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",12-11-2024,16:22:00,19:56:00,12-11-2024 19:46,Climate Action Opinion,Warming Caused Humans,Senator,R,Senator Orrin Hatch (UT),Kozinski Phone Senator
510,low,214,Z,medium,38,Z,medium,68,X,low,188,Y,high,161,Z,medium,40,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",11-10-2024,10:21:00,12:39:00,11-10-2024 12:34,Climate Action Opinion,Warming Caused Humans,Nominee,R,Brett M. Kavanaugh,Proud Judge Kavanaugh
511,medium,418,X,high,488,Z,medium,154,Y,low,214,X,low,458,X,medium,118,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",27-03-2024,17:56:00,19:29:00,27-03-2024 19:23,Climate Action Opinion,Warming Caused Humans,Senator,R,Senator Orrin Hatch (UT),Kozinski Phone Senator
512,high,322,Y,low,486,Y,high,68,X,medium,329,Y,high,208,Z,high,471,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",07-02-2024,15:38:00,16:00:00,07-02-2024 15:53,Climate Action Opinion,Warming Caused Humans,Nominee,R,Brett M. Kavanaugh,Kavanaugh Dissents President
513,low,25,X,high,358,Z,medium,320,Z,medium,353,X,high,256,Y,high,44,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",17-05-2024,07:30:00,10:34:00,17-05-2024 10:27,Climate Action Opinion,Warming Caused Humans,Senator,R,Senator Orrin Hatch (UT),Kozinski Phone Senator
514,high,411,X,high,373,Z,high,33,Y,medium,110,X,low,14,Z,low,53,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",11-09-2024,10:34:00,12:57:00,11-09-2024 12:54,Climate Action Opinion,Warming Caused Humans,Nominee,R,Brett M. Kavanaugh,Proud Judge Kavanaugh
515,low,348,Y,high,14,Y,high,469,Z,high,293,Z,low,61,Z,medium,152,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",04-04-2024,08:37:00,09:13:00,04-04-2024 09:04,Climate Action Opinion,Warming Caused Humans,Senator,R,Senator Orrin Hatch (UT),Kozinski Phone Senator
516,low,111,Z,high,474,Z,medium,122,Y,low,480,Y,high,140,Z,low,270,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",07-06-2024,19:13:00,21:36:00,07-06-2024 21:29,Climate Action Opinion,Warming Caused Humans,Nominee,R,Brett M. Kavanaugh,Proud Judge Kavanaugh
517,low,351,X,high,229,Z,high,495,X,high,32,Y,medium,489,Y,low,355,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",28-05-2024,14:04:00,17:39:00,28-05-2024 17:31,Climate Action Opinion,Warming Caused Humans,Senator,R,Senator Orrin Hatch (UT),Kozinski Phone Senator
518,high,255,Z,high,169,X,low,364,Y,low,165,Z,low,129,X,low,145,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",20-03-2024,06:06:00,08:12:00,20-03-2024 08:11,Climate Action Opinion,Warming Caused Humans,Nominee,R,Brett M. Kavanaugh,Kavanaugh Dissents President
519,high,471,Y,low,334,X,high,178,Y,medium,266,Z,medium,197,Y,high,457,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",16-03-2024,12:20:00,16:18:00,16-03-2024 16:12,Abortion Travel,International Women,Senator,R,Senator Orrin Hatch (UT),Kavanaugh Dissents President
520,high,152,Z,low,267,Z,high,151,Z,low,462,Z,medium,427,Z,high,408,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",14-08-2024,19:20:00,19:44:00,14-08-2024 19:40,Climate Action Opinion,Warming Caused Humans,Nominee,R,Brett M. Kavanaugh,Kavanaugh Dissents President
521,high,131,X,medium,180,X,low,473,Z,low,484,X,high,159,Y,medium,115,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",13-08-2024,20:51:00,21:24:00,13-08-2024 21:23,Climate Action Opinion,Warming Caused Humans,Senator,R,Senator Orrin Hatch (UT),Kavanaugh Dissents President
522,high,29,Z,high,160,Z,low,498,Z,low,294,X,low,406,X,high,31,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",25-06-2024,07:55:00,10:20:00,25-06-2024 10:18,Climate Action Opinion,Warming Caused Humans,Nominee,R,Brett M. Kavanaugh,Proud Judge Kavanaugh
523,medium,393,X,low,59,Z,low,306,Z,low,273,Z,low,59,Y,high,350,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",11-03-2024,14:25:00,16:19:00,11-03-2024 16:16,Climate Action Opinion,Warming Caused Humans,Senator,R,Senator Orrin Hatch (UT),Kozinski Phone Senator
524,high,492,Y,medium,454,Z,low,23,Y,medium,279,X,low,66,X,medium,87,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",08-05-2024,08:52:00,09:53:00,08-05-2024 09:50,Climate Action Opinion,Warming Caused Humans,Nominee,R,Brett M. Kavanaugh,Kavanaugh Dissents President
525,low,344,Z,low,332,Y,high,68,Y,high,222,X,high,6,Z,low,140,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",23-07-2024,16:40:00,19:47:00,23-07-2024 19:38,Companies Pulling Russia,Niger State Television,Senator,R,Senator Orrin Hatch (UT),Analyze Senator
526,medium,184,Z,medium,143,X,low,238,Y,high,279,Y,high,62,Z,medium,386,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",25-11-2024,15:08:00,16:35:00,25-11-2024 16:27,Assassination Question,Help Russia,Chairman,R,Senator Chuck Grassley (IA),Chairman Grassley Appreciate
527,high,439,X,high,361,X,low,68,Y,high,272,Y,high,236,Y,high,94,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",30-11-2024,09:40:00,13:36:00,30-11-2024 13:26,Voice Cnn Masai,Actor Bob Odenkirk,Nominee,R,Brett M. Kavanaugh,Kavanaugh Dissents President
528,high,126,X,high,346,Y,medium,400,Z,medium,276,X,low,45,X,medium,177,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",26-08-2024,14:58:00,16:13:00,26-08-2024 16:12,Climate Action Opinion,Warming Caused Humans,Senator,R,Senator Orrin Hatch (UT),Kozinski Phone Senator
529,medium,346,Y,high,69,Y,medium,16,Z,low,421,Z,high,306,X,medium,463,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",07-11-2024,06:06:00,09:24:00,07-11-2024 09:20,Cnn Montana Nonprofit,Ravaged Nicaragua Category,Nominee,R,Brett M. Kavanaugh,Proud Judge Kavanaugh
530,low,298,Y,medium,87,X,medium,185,Y,low,279,Y,low,299,X,medium,40,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",06-07-2024,07:19:00,07:45:00,06-07-2024 07:40,Climate Action Opinion,Warming Caused Humans,Chairman,R,Senator Chuck Grassley (IA),Chairman Grassley Appreciate
531,high,426,X,high,115,Z,medium,37,Y,low,478,Y,medium,117,Y,low,310,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",13-03-2024,16:21:00,17:06:00,13-03-2024 17:04,Climate Action Opinion,Warming Caused Humans,Senator,D,Senator Patrick Leahy (VT),Judge Senator Leahy
532,low,485,X,low,52,Z,high,218,Z,medium,352,Y,medium,18,X,medium,499,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",14-12-2024,08:16:00,11:06:00,14-12-2024 10:56,Cnn Montana Nonprofit,Warming Caused Humans,Nominee,R,Brett M. Kavanaugh,Proud Judge Kavanaugh
533,high,179,X,low,411,Z,medium,402,Z,high,293,Z,high,80,Z,low,385,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",22-01-2024,11:19:00,13:31:00,22-01-2024 13:21,Climate Action Opinion,Warming Caused Humans,Senator,D,Senator Patrick Leahy (VT),Analyze Senator
534,high,47,X,high,229,X,medium,64,Y,medium,289,Y,medium,71,Z,low,229,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",31-08-2024,16:09:00,18:10:00,31-08-2024 18:07,Climate Action Opinion,Warming Caused Humans,Nominee,R,Brett M. Kavanaugh,Proud Judge Kavanaugh
535,high,78,Y,high,405,X,low,68,Y,medium,288,Z,low,264,Y,medium,332,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",22-07-2024,10:55:00,14:08:00,22-07-2024 14:07,Climate Action Opinion,Warming Caused Humans,Senator,D,Senator Patrick Leahy (VT),Judge Senator Leahy
536,low,369,X,high,264,Y,high,478,Z,medium,279,X,low,465,Z,high,266,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",06-01-2024,18:23:00,18:51:00,06-01-2024 18:43,Amid Inflation,Warming Caused Humans,Nominee,R,Brett M. Kavanaugh,Proud Judge Kavanaugh
537,low,181,Z,low,58,Y,low,88,X,high,279,Z,medium,217,Y,low,181,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",14-11-2024,14:21:00,15:55:00,14-11-2024 15:48,Climate Action Opinion,Ravaged Nicaragua Category,Senator,D,Senator Patrick Leahy (VT),Judge Senator Leahy
538,medium,69,Z,low,422,Y,medium,68,X,high,369,Z,high,316,X,high,487,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",20-10-2024,11:42:00,13:52:00,20-10-2024 13:47,Cnn Montana Nonprofit,Turned Movie Different,Nominee,R,Brett M. Kavanaugh,Kavanaugh Dissents President
539,medium,407,X,low,86,X,high,292,X,medium,126,X,high,151,Z,high,296,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",19-10-2024,14:15:00,14:42:00,19-10-2024 14:40,Amid Inflation,Warming Caused Humans,Senator,D,Senator Patrick Leahy (VT),Judge Senator Leahy
540,medium,324,Z,medium,499,X,medium,138,Z,high,326,Z,high,45,Y,high,373,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",28-09-2024,16:19:00,18:00:00,28-09-2024 17:58,Cnn Montana Nonprofit,Coronavirus Pandemic Late,Nominee,R,Brett M. Kavanaugh,Proud Judge Kavanaugh
541,low,65,Y,low,7,X,medium,478,X,medium,263,X,low,109,Z,low,204,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",04-02-2024,18:36:00,21:23:00,04-02-2024 21:16,Cnn Montana Nonprofit,Turned Movie Different,Senator,D,Senator Patrick Leahy (VT),Judge Senator Leahy
542,medium,356,X,high,311,Z,low,81,Z,low,183,Y,medium,239,Z,low,98,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",20-08-2024,20:23:00,22:51:00,20-08-2024 22:50,Amid Inflation,Warming Caused Humans,Chairman,R,Senator Chuck Grassley (IA),Chairman Grassley Appreciate
543,high,318,X,medium,156,Z,high,283,Z,medium,401,Z,medium,429,Z,medium,61,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",12-10-2024,12:50:00,13:37:00,12-10-2024 13:33,Climate Action Opinion,Warming Caused Humans,Senator,D,Senator Patrick Leahy (VT),Judge Senator Leahy
544,high,492,Y,high,229,Y,low,460,Z,high,159,X,high,124,X,low,402,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",19-07-2024,21:58:00,01:26:00,20-07-2024 01:16,Climate Action Opinion,Warming Caused Humans,Chairman,R,Senator Chuck Grassley (IA),Chairman Grassley Appreciate
545,medium,493,Z,medium,419,Z,high,366,X,medium,279,Y,low,491,X,medium,260,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",14-02-2024,11:26:00,13:49:00,14-02-2024 13:44,Climate Action Opinion,Said Alicia Keys,Senator,D,Senator Patrick Leahy (VT),Executive Privilege Limit
546,low,487,X,high,393,X,medium,14,Y,high,125,Z,high,319,X,high,257,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",25-06-2024,08:06:00,08:35:00,25-06-2024 08:30,Climate Action Opinion,Beating Forecasts Covid,Nominee,R,Brett M. Kavanaugh,Proud Judge Kavanaugh
547,low,447,X,low,140,X,medium,93,Z,low,279,Y,low,177,X,medium,60,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",02-02-2024,17:11:00,19:30:00,02-02-2024 19:20,Climate Action Opinion,Warming Caused Humans,Senator,D,Senator Patrick Leahy (VT),Judge Senator Leahy
548,low,420,X,medium,31,X,high,62,X,medium,287,X,medium,311,X,high,40,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",06-07-2024,06:34:00,09:47:00,06-07-2024 09:40,Climate Action Opinion,Warming Caused Humans,Nominee,R,Brett M. Kavanaugh,Proud Judge Kavanaugh
549,low,335,Z,low,141,X,high,457,X,low,487,X,high,349,X,high,131,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",26-06-2024,14:15:00,15:35:00,26-06-2024 15:25,Climate Action Opinion,Warming Caused Humans,Senator,D,Senator Patrick Leahy (VT),Judge Senator Leahy
