"id","Fare","Cabin","Embarked","ExtraCol1","ExtraCol2","ExtraCol3","ExtraCol4","ExtraCol5","ExtraCol6","ExtraCol7","ExtraCol8","ExtraCol9","ExtraCol10","ExtraCol11","ExtraCol12","ExtraCol13","ExtraCol14","ExtraCol15","ExtraCol16","ExtraCol17","ExtraCol18","ExtraCol19","ExtraCol20","ExtraCol21","ExtraCol22","ExtraCol4_ef_bin","ExtraCol4_ef_bin_num","ExtraCol7_ef_bin","ExtraCol7_ef_bin_num","ExtraCol10_ef_bin","ExtraCol10_ef_bin_num"
817,7.925,"Missing","S","4","C","",1,"","medium",56,"B","high",9,"Z","",182,"X","high",25,"Y","low",274,"Z","high",18,"ExtraCol4_1",1,"ExtraCol7_3",3,"ExtraCol10_1",1
818,37.0042,"Missing","C","10","A","low",28,"","",23,"D","unknown",79,"Y","high",112,"Z","medium",188,"Y","high",369,"Z","",407,"ExtraCol4_2",2,"ExtraCol7_2",2,"ExtraCol10_5",5
819,6.45,"Missing","S","66","C","low",0,"B","high",NA,"B","high",1,"Z","medium",337,"X","",492,"X","medium",189,"Z","high",426,"ExtraCol4_1",1,NA,NA,"ExtraCol10_1",1
820,27.9,"Missing","S","99","B","high",67,"","high",96,"A","",NA,"Z","high",102,"X","high",238,"X","low",85,"X","low",210,"ExtraCol4_4",4,"ExtraCol7_5",5,NA,NA
821,93.5,"B69","S","Missing","C","",51,"A","",NA,"C","unknown",NA,"Z","high",452,"X","medium",403,"Z","medium",243,"X","medium",296,"ExtraCol4_3",3,NA,NA,NA,NA
822,8.6625,"Missing","S","66","D","",28,"","medium",59,"D","",NA,"","low",401,"Y","high",184,"Z","medium",499,"Y","high",124,"ExtraCol4_2",2,"ExtraCol7_3",3,NA,NA
823,0,"Missing","S","13","","",30,"C","unknown",17,"B","unknown",41,"X","high",391,"","",154,"X","medium",56,"Y","medium",22,"ExtraCol4_2",2,"ExtraCol7_1",1,"ExtraCol10_3",3
824,12.475,"E121","S","65","","",NA,"","unknown",0,"D","",NA,"Y","medium",38,"","low",406,"X","low",86,"X","low",257,NA,NA,"ExtraCol7_1",1,NA,NA
825,39.6875,"Missing","S","62","B","high",18,"B","high",NA,"C","unknown",84,"Y","",480,"X","high",235,"Y","high",497,"Z","low",79,"ExtraCol4_1",1,NA,NA,"ExtraCol10_5",5
826,6.95,"Missing","Q","9","","",51,"A","",2,"","",32,"Z","low",246,"X","",365,"Y","high",414,"X","high",424,"ExtraCol4_3",3,"ExtraCol7_1",1,"ExtraCol10_2",2
827,56.4958,"Missing","S","68","B","unknown",61,"","medium",45,"","",64,"","medium",366,"X","high",363,"Y","high",58,"X","medium",139,"ExtraCol4_4",4,"ExtraCol7_3",3,"ExtraCol10_4",4
828,37.0042,"Missing","C","89","A","",23,"","high",88,"B","",46,"X","high",95,"Z","low",363,"Y","high",106,"Z","",368,"ExtraCol4_2",2,"ExtraCol7_5",5,"ExtraCol10_3",3
829,7.75,"Missing","Q","Missing","C","",22,"C","medium",NA,"A","low",43,"X","high",384,"X","medium",NA,"X","low",345,"","low",131,"ExtraCol4_2",2,NA,NA,"ExtraCol10_3",3
830,80,"B28","Missing","2","B","medium",NA,"","",NA,"","",79,"Y","high",NA,"X","",404,"Y","medium",391,"Y","medium",63,NA,NA,NA,NA,"ExtraCol10_5",5
831,14.4542,"Missing","C","Missing","A","",NA,"","",85,"","low",22,"X","high",353,"X","low",231,"Z","high",366,"X","medium",274,NA,NA,"ExtraCol7_5",5,"ExtraCol10_2",2
832,18.75,"Missing","S","Missing","A","high",25,"D","low",NA,"C","medium",NA,"Y","medium",138,"X","high",151,"Y","",430,"X","high",91,"ExtraCol4_2",2,NA,NA,NA,NA
833,7.2292,"Missing","C","45","","unknown",37,"","",65,"C","unknown",48,"X","high",466,"Z","low",256,"Z","high",NA,"X","high",199,"ExtraCol4_2",2,"ExtraCol7_4",4,"ExtraCol10_3",3
834,7.8542,"Missing","S","14","D","unknown",54,"C","",78,"A","",NA,"Z","low",354,"X","low",162,"Z","medium",438,"","medium",146,"ExtraCol4_3",3,"ExtraCol7_4",4,NA,NA
835,8.3,"Missing","S","85","","medium",18,"B","low",NA,"","low",NA,"Y","high",226,"Y","low",21,"Z","high",298,"Y","low",441,"ExtraCol4_1",1,NA,NA,NA,NA
836,83.1583,"E49","C","77","A","",56,"D","unknown",42,"B","medium",34,"Z","low",228,"Y","high",180,"Y","low",237,"Y","high",251,"ExtraCol4_3",3,"ExtraCol7_3",3,"ExtraCol10_2",2
837,8.6625,"Missing","S","80","B","low",13,"","",39,"C","",66,"Y","medium",0,"X","low",250,"Y","high",318,"Z","low",359,"ExtraCol4_1",1,"ExtraCol7_2",2,"ExtraCol10_4",4
838,8.05,"Missing","S","19","D","unknown",14,"B","unknown",NA,"B","",47,"X","high",149,"Y","medium",260,"","high",214,"Z","",294,"ExtraCol4_1",1,NA,NA,"ExtraCol10_3",3
839,56.4958,"Missing","S","1","C","low",23,"C","medium",40,"D","",NA,"X","",394,"X","low",170,"X","low",303,"Z","high",455,"ExtraCol4_2",2,"ExtraCol7_2",2,NA,NA
840,29.7,"C47","C","91","A","",28,"","unknown",NA,"A","high",52,"Z","high",415,"Y","medium",362,"Y","high",416,"X","high",219,"ExtraCol4_2",2,NA,NA,"ExtraCol10_3",3
841,7.925,"Missing","S","28","","medium",2,"D","",18,"A","",NA,"Y","high",499,"X","medium",142,"X","low",479,"Y","high",431,"ExtraCol4_1",1,"ExtraCol7_1",1,NA,NA
842,10.5,"Missing","S","65","B","unknown",96,"B","",17,"B","low",NA,"Z","medium",42,"Y","low",323,"Y","high",289,"X","low",NA,"ExtraCol4_5",5,"ExtraCol7_1",1,NA,NA
843,31,"Missing","C","90","D","",NA,"D","low",71,"A","unknown",44,"Z","low",125,"Y","low",134,"X","high",2,"X","",460,NA,NA,"ExtraCol7_4",4,"ExtraCol10_3",3
844,6.4375,"Missing","C","3","A","medium",NA,"","",76,"A","",43,"Y","high",383,"Y","medium",493,"Y","low",310,"Z","medium",347,NA,NA,"ExtraCol7_4",4,"ExtraCol10_3",3
845,8.6625,"Missing","S","0","D","",NA,"","medium",67,"C","medium",27,"Y","medium",180,"X","",324,"Z","medium",125,"Y","low",490,NA,NA,"ExtraCol7_4",4,"ExtraCol10_2",2
846,7.55,"Missing","S","0","C","low",80,"B","",NA,"D","",NA,"X","high",124,"Z","medium",278,"Y","medium",NA,"Z","high",372,"ExtraCol4_5",5,NA,NA,NA,NA
847,69.55,"Missing","S","15","","",83,"D","low",0,"C","",NA,"X","medium",140,"X","medium",214,"Z","",440,"X","high",155,"ExtraCol4_5",5,"ExtraCol7_1",1,NA,NA
848,7.8958,"Missing","C","5","","low",10,"C","unknown",NA,"","medium",NA,"X","high",459,"X","low",377,"Y","low",223,"Z","medium",78,"ExtraCol4_1",1,NA,NA,NA,NA
849,33,"Missing","S","81","","",37,"","high",46,"","",69,"X","medium",428,"X","low",212,"Z","high",395,"X","low",104,"ExtraCol4_2",2,"ExtraCol7_3",3,"ExtraCol10_4",4
850,89.1042,"C92","C","60","D","medium",NA,"D","unknown",NA,"B","",41,"Y","low",2,"Z","medium",401,"X","low",184,"X","low",286,NA,NA,NA,NA,"ExtraCol10_3",3
851,31.275,"Missing","S","Missing","A","",57,"","high",92,"A","unknown",70,"Z","low",420,"X","high",79,"Z","low",303,"X","medium",82,"ExtraCol4_3",3,"ExtraCol7_5",5,"ExtraCol10_4",4
852,7.775,"Missing","S","Missing","B","medium",0,"D","low",86,"D","medium",71,"Y","high",278,"Y","low",410,"Z","high",332,"X","low",118,"ExtraCol4_1",1,"ExtraCol7_5",5,"ExtraCol10_4",4
853,15.2458,"Missing","C","96","A","",NA,"D","medium",77,"","low",52,"Y","high",422,"Z","medium",480,"Z","medium",446,"Y","low",314,NA,NA,"ExtraCol7_4",4,"ExtraCol10_3",3
854,39.4,"D28","S","23","A","low",NA,"","medium",2,"B","",NA,"Z","low",311,"X","high",121,"X","high",98,"X","low",166,NA,NA,"ExtraCol7_1",1,NA,NA
855,26,"Missing","S","Missing","A","",NA,"","low",NA,"","unknown",NA,"Z","high",344,"X","medium",111,"Z","",280,"X","high",340,NA,NA,NA,NA,NA,NA
856,9.35,"Missing","S","84","","",38,"","unknown",43,"C","high",15,"","",288,"","low",477,"Z","high",202,"Z","medium",498,"ExtraCol4_2",2,"ExtraCol7_3",3,"ExtraCol10_1",1
857,164.8667,"Missing","S","24","A","",NA,"B","unknown",NA,"A","",NA,"X","medium",367,"Z","high",203,"X","",231,"X","medium",43,NA,NA,NA,NA,NA,NA
858,26.55,"E17","S","Missing","","",30,"A","",NA,"A","unknown",95,"Y","high",407,"Z","medium",347,"Y","low",424,"Y","medium",320,"ExtraCol4_2",2,NA,NA,"ExtraCol10_5",5
859,19.2583,"Missing","C","66","A","",29,"B","high",29,"C","",40,"X","low",254,"Y","medium",95,"Y","high",67,"Z","low",410,"ExtraCol4_2",2,"ExtraCol7_2",2,"ExtraCol10_3",3
860,7.2292,"Missing","C","80","A","unknown",34,"A","high",11,"","high",31,"X","medium",56,"Z","high",213,"","high",273,"Y","medium",70,"ExtraCol4_2",2,"ExtraCol7_1",1,"ExtraCol10_2",2
861,14.1083,"Missing","S","96","D","high",30,"C","high",32,"C","medium",79,"Y","",46,"Z","",351,"Y","high",193,"X","high",391,"ExtraCol4_2",2,"ExtraCol7_2",2,"ExtraCol10_5",5
862,11.5,"Missing","S","92","A","",NA,"C","low",79,"B","high",60,"Y","medium",207,"X","high",447,"Y","high",448,"X","high",253,NA,NA,"ExtraCol7_4",4,"ExtraCol10_4",4
863,25.9292,"D17","S","Missing","","medium",4,"C","high",NA,"A","unknown",NA,"","low",236,"X","medium",218,"X","low",108,"Z","low",314,"ExtraCol4_1",1,NA,NA,NA,NA
864,69.55,"Missing","S","77","A","high",27,"C","unknown",NA,"","low",9,"X","",431,"X","high",37,"Y","high",116,"Z","low",25,"ExtraCol4_2",2,NA,NA,"ExtraCol10_1",1
865,13,"Missing","S","84","A","",31,"B","",59,"B","",80,"Z","medium",16,"Z","high",206,"Y","low",45,"Y","high",217,"ExtraCol4_2",2,"ExtraCol7_3",3,"ExtraCol10_5",5
866,13,"Missing","S","69","C","high",NA,"C","high",9,"","unknown",NA,"Y","low",444,"","high",321,"Z","high",219,"Z","high",183,NA,NA,"ExtraCol7_1",1,NA,NA
867,13.8583,"Missing","C","81","D","",87,"D","",NA,"","",NA,"Y","medium",27,"Z","low",437,"X","medium",5,"X","high",76,"ExtraCol4_5",5,NA,NA,NA,NA
868,50.4958,"A24","S","Missing","C","",67,"A","high",15,"","",NA,"","medium",249,"Y","low",416,"Z","low",250,"X","medium",381,"ExtraCol4_4",4,"ExtraCol7_1",1,NA,NA
869,9.5,"Missing","S","Missing","C","high",NA,"B","",26,"","",NA,"X","high",211,"Z","high",379,"","",111,"Z","medium",252,NA,NA,"ExtraCol7_2",2,NA,NA
870,11.1333,"Missing","S","4","A","high",NA,"D","medium",97,"","medium",NA,"Y","medium",278,"","medium",82,"Z","high",200,"Z","high",439,NA,NA,"ExtraCol7_5",5,NA,NA
871,7.8958,"Missing","S","45","D","medium",NA,"","",50,"A","low",NA,"X","medium",21,"Z","high",NA,"X","medium",302,"Y","high",79,NA,NA,"ExtraCol7_3",3,NA,NA
872,52.5542,"D35","S","Missing","A","low",90,"D","unknown",19,"","low",63,"X","medium",381,"Z","high",288,"Y","high",342,"Y","high",365,"ExtraCol4_5",5,"ExtraCol7_1",1,"ExtraCol10_4",4
873,5,"B51 B53 B55","S","11","C","low",45,"","low",50,"A","low",84,"Z","medium",67,"X","medium",234,"Y","low",30,"Z","",302,"ExtraCol4_3",3,"ExtraCol7_3",3,"ExtraCol10_5",5
874,9,"Missing","S","12","B","",68,"B","medium",7,"B","",61,"Z","low",389,"Z","",461,"Z","low",74,"Y","high",325,"ExtraCol4_4",4,"ExtraCol7_1",1,"ExtraCol10_4",4
875,24,"Missing","C","69","D","medium",38,"A","",31,"A","unknown",77,"Y","high",283,"Z","low",479,"Z","low",158,"Y","low",154,"ExtraCol4_2",2,"ExtraCol7_2",2,"ExtraCol10_5",5
876,7.225,"Missing","C","50","B","",49,"D","",NA,"D","",34,"X","medium",444,"X","high",105,"Y","low",259,"Y","low",345,"ExtraCol4_3",3,NA,NA,"ExtraCol10_2",2
877,9.8458,"Missing","S","Missing","","",48,"","medium",NA,"A","unknown",28,"X","medium",489,"Z","low",478,"X","medium",441,"Y","medium",123,"ExtraCol4_3",3,NA,NA,"ExtraCol10_2",2
878,7.8958,"Missing","S","74","","",NA,"A","high",89,"","",26,"Y","low",421,"Y","low",423,"Z","medium",69,"Y","medium",381,NA,NA,"ExtraCol7_5",5,"ExtraCol10_2",2
879,7.8958,"Missing","S","54","C","medium",NA,"A","low",NA,"A","medium",11,"","high",226,"X","low",352,"Y","low",33,"Y","medium",220,NA,NA,NA,NA,"ExtraCol10_1",1
880,83.1583,"C50","C","63","D","high",73,"C","medium",65,"A","medium",27,"Y","medium",207,"Z","high",190,"X","medium",314,"Z","high",239,"ExtraCol4_4",4,"ExtraCol7_4",4,"ExtraCol10_2",2
881,26,"Missing","S","8","C","",2,"D","unknown",70,"C","high",24,"Y","low",NA,"","medium",380,"Z","low",489,"Y","high",290,"ExtraCol4_1",1,"ExtraCol7_4",4,"ExtraCol10_2",2
882,7.8958,"Missing","S","85","","high",13,"D","high",55,"D","",75,"X","low",324,"Y","high",293,"","medium",415,"X","",42,"ExtraCol4_1",1,"ExtraCol7_3",3,"ExtraCol10_4",4
883,10.5167,"Missing","S","Missing","B","low",84,"D","unknown",3,"A","",NA,"X","medium",395,"Z","medium",449,"Y","high",282,"Y","low",183,"ExtraCol4_5",5,"ExtraCol7_1",1,NA,NA
884,10.5,"Missing","S","Missing","C","medium",56,"","low",91,"A","unknown",NA,"X","high",241,"X","medium",355,"","medium",9,"Y","low",101,"ExtraCol4_3",3,"ExtraCol7_5",5,NA,NA
885,7.05,"Missing","S","81","B","",NA,"D","medium",NA,"B","medium",73,"Y","low",231,"X","low",482,"Y","",NA,"X","low",NA,NA,NA,NA,NA,"ExtraCol10_4",4
886,29.125,"Missing","Q","73","","high",60,"D","unknown",65,"D","",NA,"X","low",58,"","medium",209,"X","low",228,"X","medium",NA,"ExtraCol4_3",3,"ExtraCol7_4",4,NA,NA
887,13,"Missing","S","5","B","",NA,"","",55,"A","low",NA,"X","medium",84,"Z","medium",41,"Z","high",223,"X","",2,NA,NA,"ExtraCol7_3",3,NA,NA
888,30,"B42","S","19","A","low",89,"B","",65,"A","unknown",NA,"Y","medium",NA,"Y","high",245,"Z","low",246,"X","high",13,"ExtraCol4_5",5,"ExtraCol7_4",4,NA,NA
889,23.45,"Missing","S","1","A","",66,"D","medium",35,"B","high",21,"Y","high",494,"Y","high",498,"Z","high",280,"X","low",456,"ExtraCol4_4",4,"ExtraCol7_2",2,"ExtraCol10_2",2
890,30,"C148","C","27","B","",NA,"D","unknown",84,"B","unknown",78,"Z","high",300,"Z","high",327,"","",360,"Z","low",78,NA,NA,"ExtraCol7_5",5,"ExtraCol10_5",5
891,7.75,"Missing","Q","Missing","D","unknown",NA,"A","medium",22,"A","high",3,"Y","medium",172,"Z","high",351,"Y","medium",96,"Z","medium",0,NA,NA,"ExtraCol7_2",2,"ExtraCol10_1",1
