id,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,ExtraCol1,ExtraCol2,ExtraCol3,ExtraCol4,ExtraCol5,ExtraCol6,ExtraCol7,ExtraCol8,ExtraCol9,ExtraCol10,ExtraCol11,ExtraCol21,ExtraCol22,ExtraCol23,ExtraCol24,ExtraCol25,ExtraCol26,ExtraCol27,ExtraCol28,ExtraCol29,ExtraCol30,ExtraCol31,ExtraCol32,ExtraCol33,ExtraCol34,ExtraCol35,ExtraCol36,ExtraCol37,storage_class,region,access_tier,other_details,event_date,login_time,logout_time
635,female,9,3,2,347088,27.9,,S,,,high,,,,29,D,low,41,X,high,186,,low,433,Y,high,358,,high,317,Y,medium,488,X,low,155,,,,,11-01-2024,08:33:00,11:30:00
636,female,28,0,0,237668,13,,S,68,A,unknown,1,A,,82,,unknown,,X,medium,,Z,medium,259,Y,high,,X,medium,166,Y,,350,Y,high,456,,,,,31-03-2024,15:39:00,19:34:00
637,male,32,0,0,STON/O 2. 3101292,7.925,,S,23,,unknown,74,A,high,36,C,,15,Y,medium,373,Y,high,434,Z,low,11,Y,medium,57,Z,low,149,Z,medium,,,,,,17-09-2024,21:29:00,22:33:00
638,male,31,1,1,C.A. 31921,26.25,,S,29,C,,37,,,10,A,,,Z,medium,72,,high,468,Y,medium,179,X,low,41,Z,low,10,X,low,387,,,,,31-10-2024,19:53:00,22:22:00
639,female,41,0,5,3101295,39.6875,,S,79,,,84,D,unknown,9,B,,,X,medium,265,Y,low,436,Y,medium,462,Y,high,221,Y,high,391,Z,,300,,,,,03-07-2024,21:11:00,23:49:00
640,male,,1,0,376564,16.1,,S,94,,medium,23,C,high,40,C,unknown,,X,high,,Z,high,81,X,medium,404,X,high,160,X,high,244,Y,low,40,,,,,20-09-2024,17:09:00,17:35:00
641,male,20,0,0,350050,7.8542,,S,67,A,,92,,high,40,A,unknown,,Z,high,150,Z,medium,103,X,high,378,Z,medium,16,X,high,207,X,low,333,,,,,19-06-2024,19:22:00,21:27:00
642,female,24,0,0,PC 17477,69.3,B35,C,91,,high,94,B,low,,A,high,99,X,low,149,X,high,149,Z,high,124,Y,medium,345,Y,low,467,X,medium,317,,,,,21-10-2024,12:13:00,13:53:00
643,female,2,3,2,347088,27.9,,S,85,D,unknown,10,C,,47,C,,23,Z,low,314,Y,high,319,Z,medium,201,Z,high,478,Y,,,,high,435,,,,,24-04-2024,19:06:00,22:10:00
644,male,,0,0,1601,56.4958,,S,48,C,,64,D,,16,A,medium,72,Y,high,375,X,low,431,,medium,14,Y,medium,489,Y,high,18,Z,high,460,,,,,29-08-2024,16:14:00,17:47:00
645,female,0.75,2,1,2666,19.2583,,C,,,,93,B,,21,,high,87,Z,medium,194,Y,medium,156,Z,high,429,X,high,58,,high,369,Z,low,293,,,,,29-06-2024,06:15:00,07:34:00
646,male,48,1,0,PC 17572,76.7292,D33,C,32,B,,32,C,high,56,B,unknown,83,X,medium,73,Y,low,333,Z,low,56,Z,low,95,Z,medium,462,X,high,,,,,,23-08-2024,11:29:00,14:14:00
647,male,19,0,0,349231,7.8958,,S,,A,unknown,,C,medium,33,,low,,,high,393,Z,medium,93,X,low,309,,low,215,Y,medium,414,Z,high,69,,,,,10-02-2024,11:18:00,13:39:00
648,male,56,0,0,13213,35.5,A26,C,,A,high,,D,unknown,67,,,17,Y,medium,86,X,high,271,Z,medium,141,Z,high,457,X,low,435,Z,low,306,,,,,10-09-2024,12:37:00,13:24:00
649,male,,0,0,S.O./P.P. 751,7.55,,S,96,A,low,47,D,,92,,high,46,X,medium,,Z,high,389,Z,,285,Z,high,287,Y,low,431,X,medium,288,,,,,06-01-2024,17:37:00,21:02:00
650,female,23,0,0,CA. 2314,7.55,,S,84,D,low,2,C,low,35,C,high,77,X,medium,161,Z,high,197,X,medium,413,Z,low,228,X,medium,342,X,medium,,,,,,02-10-2024,14:34:00,14:58:00
651,male,,0,0,349221,7.8958,,S,,C,unknown,84,C,,55,C,unknown,61,Z,low,409,Y,medium,81,X,medium,156,Y,high,462,Y,low,460,X,medium,269,,,,,15-12-2024,21:34:00,23:52:00
652,female,18,0,1,231919,23,,S,65,B,unknown,,D,medium,,B,,,X,high,378,Y,low,205,Z,medium,8,Y,low,331,Y,high,170,Z,medium,340,,,,,02-01-2024,20:20:00,22:48:00
653,male,21,0,0,8475,8.4333,,S,20,D,unknown,,,low,21,,low,21,Y,high,153,,medium,381,X,medium,331,Y,high,492,Y,low,372,Y,medium,207,,,,,07-06-2024,16:09:00,18:45:00
654,female,,0,0,330919,7.8292,,Q,,A,low,25,,,51,D,low,65,Z,high,259,X,medium,467,X,high,266,Y,low,431,,medium,46,X,medium,333,,,,,10-12-2024,10:43:00,12:20:00
655,female,18,0,0,365226,6.75,,Q,,A,high,1,C,high,30,D,unknown,42,X,medium,479,Z,medium,308,X,low,69,Z,medium,499,X,medium,263,Z,medium,372,,,,,09-08-2024,16:41:00,19:02:00
656,male,24,2,0,S.O.C. 14879,73.5,,S,53,B,unknown,,C,,62,D,,,X,low,359,Y,low,335,X,medium,24,Y,high,278,X,,145,Z,medium,294,,,,,08-03-2024,16:51:00,19:33:00
657,male,,0,0,349223,7.8958,,S,76,D,high,2,A,low,74,,high,93,Y,medium,379,X,high,209,Y,high,262,X,high,187,Z,medium,469,Z,medium,199,,,,,20-02-2024,15:42:00,19:28:00
658,female,32,1,1,364849,15.5,,Q,63,C,high,79,C,unknown,14,C,medium,0,X,low,43,Y,,464,Y,low,306,Y,,30,Y,high,218,Z,,132,,,,,19-11-2024,09:17:00,12:29:00
659,male,23,0,0,29751,13,,S,,D,,51,,unknown,18,A,medium,23,Z,high,120,Z,medium,,Z,medium,58,Z,low,364,X,low,,Z,medium,330,,,,,09-03-2024,21:21:00,00:45:00
660,male,58,0,2,35273,113.275,D48,C,28,,low,,,high,2,D,unknown,91,X,medium,52,Z,low,486,X,high,299,X,high,132,Z,low,284,X,high,,,,,,15-04-2024,16:45:00,18:31:00
661,male,50,2,0,PC 17611,133.65,,S,,,medium,81,C,low,1,A,,,X,low,489,X,,,X,medium,222,Y,high,5,X,low,38,X,,,,,,,07-07-2024,21:49:00,01:48:00
662,male,40,0,0,2623,7.225,,C,73,A,,89,,,,,,30,X,medium,171,Z,medium,273,Y,,68,Z,,401,Y,low,63,X,high,251,,,,,03-07-2024,16:46:00,20:18:00
663,male,47,0,0,5727,25.5875,E58,S,3,A,low,12,D,high,70,D,unknown,,X,high,249,,medium,480,Z,low,308,X,low,212,Z,high,215,Y,high,456,,,,,04-07-2024,13:25:00,15:34:00
664,male,36,0,0,349210,7.4958,,S,,C,low,,C,high,,,unknown,,X,low,275,X,,,Y,low,322,Z,,276,Y,low,315,Y,high,148,,,,,14-04-2024,17:09:00,20:58:00
665,male,20,1,0,STON/O 2. 3101285,7.925,,S,,,,12,B,,40,D,high,,Y,medium,261,Y,high,300,Z,low,77,Z,medium,391,Z,low,291,Y,medium,403,,,,,08-07-2024,12:21:00,14:17:00
666,male,32,2,0,S.O.C. 14879,73.5,,S,69,D,unknown,68,D,unknown,,B,low,30,Y,high,26,Z,medium,328,X,high,336,X,medium,164,Y,high,27,Z,high,127,,,,,09-02-2024,20:48:00,23:13:00
667,male,25,0,0,234686,13,,S,50,D,high,56,B,unknown,72,,high,53,Y,high,454,X,low,92,Y,low,111,Z,low,408,Y,high,339,Z,high,128,,,,,10-08-2024,15:18:00,15:49:00
668,male,,0,0,312993,7.775,,S,86,C,high,8,B,high,80,A,high,,X,high,190,Y,low,419,Y,high,298,Y,high,291,Y,low,,Z,low,140,,,,,28-12-2024,13:53:00,16:32:00
669,male,43,0,0,A/5 3536,8.05,,S,91,B,,23,,,73,,high,,X,medium,459,Y,low,181,X,high,406,X,high,283,Y,medium,407,Y,low,26,,,,,05-11-2024,11:26:00,13:03:00
670,female,,1,0,19996,52,C126,S,,A,low,53,D,high,,,low,79,X,medium,382,X,low,329,X,high,468,X,low,134,Y,low,19,X,,230,,,,,13-03-2024,06:29:00,08:46:00
671,female,40,1,1,29750,39,,S,,C,medium,,C,low,52,B,,62,X,medium,,X,high,422,X,high,127,X,medium,394,Z,low,13,Y,medium,176,,,,,14-06-2024,13:05:00,14:20:00
672,male,31,1,0,F.C. 12750,52,B71,S,61,C,,34,,,52,A,unknown,,Z,medium,351,Y,low,57,Y,medium,,Y,medium,120,Z,high,258,,high,115,,,,,05-03-2024,19:30:00,20:01:00
673,male,70,0,0,C.A. 24580,10.5,,S,,D,unknown,,D,,64,A,medium,98,X,,489,X,high,150,X,,47,X,high,309,Y,medium,401,Z,medium,378,,,,,03-03-2024,08:01:00,09:40:00
674,male,31,0,0,244270,13,,S,9,C,,99,A,low,79,B,medium,,X,low,151,X,medium,471,X,medium,484,Y,medium,414,Y,,382,Z,high,258,,,,,04-08-2024,09:03:00,12:36:00
675,male,,0,0,239856,0,,S,62,A,,76,,high,,,low,89,Y,high,164,X,medium,180,Z,low,165,Z,high,58,Y,low,300,Y,low,97,,,,,08-03-2024,20:45:00,00:36:00
676,male,18,0,0,349912,7.775,,S,,,medium,,C,high,67,C,unknown,,X,medium,335,X,high,330,X,high,401,Z,high,200,Z,low,89,Z,medium,96,,,,,02-04-2024,21:21:00,23:42:00
677,male,24.5,0,0,342826,8.05,,S,58,,medium,,D,,83,A,low,92,Y,medium,116,,high,280,Z,high,467,Z,medium,338,Y,medium,476,Y,high,404,,,,,27-10-2024,21:35:00,23:11:00
678,female,18,0,0,4138,9.8417,,S,,A,unknown,,B,high,,,medium,78,Y,medium,401,X,low,434,Y,high,237,Y,medium,136,Y,medium,10,X,low,135,,,,,07-04-2024,14:32:00,15:44:00
679,female,43,1,6,CA 2144,46.9,,S,52,D,medium,51,D,unknown,41,C,medium,21,,medium,14,,high,255,X,,346,Z,high,13,Y,high,173,Z,high,197,,,,,02-02-2024,19:20:00,22:04:00
680,male,36,0,1,PC 17755,512.3292,B51 B53 B55,C,93,A,unknown,44,A,unknown,,B,,20,X,high,448,Z,low,212,Y,low,236,Y,medium,204,Y,low,377,X,low,59,,,,,27-03-2024,09:56:00,12:08:00
681,female,,0,0,330935,8.1375,,Q,72,,,83,D,medium,2,,,54,,medium,173,Y,medium,8,Y,medium,287,X,high,248,Y,medium,308,Y,high,402,,,,,12-06-2024,21:33:00,00:37:00
682,male,27,0,0,PC 17572,76.7292,D49,C,13,D,,,A,,,D,unknown,50,Z,medium,,Z,medium,237,X,high,124,Z,low,460,Z,medium,395,Z,,178,,,,,07-06-2024,20:50:00,00:36:00
683,male,20,0,0,6563,9.225,,S,95,,,,,,80,B,unknown,23,Y,medium,301,X,low,292,X,high,420,X,medium,403,Z,high,383,X,medium,352,,,,,07-03-2024,19:17:00,19:37:00
684,male,14,5,2,CA 2144,46.9,,S,95,A,medium,,,high,17,,high,26,X,low,137,Z,medium,,Z,medium,61,Z,,90,X,medium,469,,high,202,,,,,20-02-2024,21:48:00,23:58:00
685,male,60,1,1,29750,39,,S,16,D,,6,D,low,,B,low,89,Y,low,152,X,medium,390,X,high,,,medium,138,X,medium,258,Z,medium,400,,,,,15-03-2024,13:58:00,14:22:00
686,male,25,1,2,SC/Paris 2123,41.5792,,C,80,A,,69,D,,90,,unknown,,Y,,240,X,high,388,Z,low,459,Z,high,92,Z,medium,410,Y,,201,,,,,15-05-2024,11:00:00,13:23:00
687,male,14,4,1,3101295,39.6875,,S,,C,,65,,high,49,,medium,,Z,,289,Z,high,229,X,medium,405,X,low,455,X,medium,77,,high,447,,,,,25-07-2024,11:54:00,15:30:00
688,male,19,0,0,349228,10.1708,,S,59,D,unknown,58,D,medium,48,B,,,Z,,68,Y,medium,39,Y,low,379,Y,high,176,Y,high,87,Z,high,362,,,,,25-11-2024,07:39:00,10:45:00
689,male,18,0,0,350036,7.7958,,S,44,C,low,5,B,high,42,A,medium,15,Y,low,24,Z,high,127,X,high,328,Y,low,,Y,low,24,Z,low,240,,,,,18-02-2024,12:57:00,14:40:00
690,female,15,0,1,24160,211.3375,B5,S,78,A,low,49,C,low,37,,,,X,high,,Z,,203,Z,,472,Y,medium,,X,medium,102,X,medium,241,,,,,28-07-2024,15:05:00,15:43:00
691,male,31,1,0,17474,57,B20,S,99,D,high,89,A,medium,38,A,,,,medium,177,Y,,,,medium,432,Y,medium,279,Y,low,55,Z,high,310,,,,,07-03-2024,10:38:00,14:01:00
692,female,4,0,1,349256,13.4167,,C,79,A,medium,23,A,high,55,C,,64,X,high,291,X,high,384,Z,high,,Y,low,37,Y,low,412,Z,medium,,,,,,23-06-2024,15:32:00,19:31:00
693,male,,0,0,1601,56.4958,,S,,C,,69,A,high,,A,,,Z,medium,374,Y,high,447,X,low,312,Z,medium,277,Z,,247,X,low,353,,,,,12-04-2024,06:43:00,08:03:00
694,male,25,0,0,2672,7.225,,C,94,,low,85,C,unknown,,A,,23,Y,high,307,Y,low,496,X,medium,214,,high,5,Z,medium,222,Y,,16,,,,,27-05-2024,12:21:00,15:18:00
695,male,60,0,0,113800,26.55,,S,9,,,,,unknown,86,D,medium,18,Y,,52,Y,high,,Y,low,132,X,medium,78,Z,low,319,,high,132,,,,,08-10-2024,11:49:00,12:47:00
696,male,52,0,0,248731,13.5,,S,25,,medium,51,D,,11,A,unknown,,,high,498,X,low,5,Y,high,409,,medium,73,Y,high,179,Z,medium,218,,,,,15-12-2024,06:57:00,10:40:00
697,male,44,0,0,363592,8.05,,S,72,A,medium,,,low,30,B,,7,Y,low,357,Z,medium,286,Y,high,20,Y,high,354,Z,medium,,Z,high,268,,,,,25-01-2024,15:49:00,16:36:00
698,female,,0,0,35852,7.7333,,Q,59,D,high,69,C,,75,C,unknown,,Y,low,24,Y,high,132,Z,low,64,Y,high,320,Z,high,1,Z,high,44,,,,,16-09-2024,09:33:00,12:05:00
699,male,49,1,1,17421,110.8833,C68,C,5,A,,,,low,54,B,medium,86,X,low,381,Z,high,434,Y,medium,52,X,low,279,Z,,356,X,low,99,,,,,30-05-2024,10:46:00,13:06:00
700,male,42,0,0,348121,7.65,F G63,S,9,,medium,,B,,33,B,medium,30,Y,,440,Y,,232,Z,high,101,Z,high,98,Y,high,435,Y,medium,231,,,,,02-08-2024,17:44:00,20:58:00
701,female,18,1,0,PC 17757,227.525,C62 C64,C,52,,low,,A,low,31,,low,,X,medium,284,,high,4,Y,low,256,Z,high,132,X,medium,19,X,low,223,,,,,05-02-2024,06:14:00,09:33:00
702,male,35,0,0,PC 17475,26.2875,E24,S,61,C,high,71,,,11,,,,X,high,416,X,low,111,X,,471,X,high,188,Y,high,40,X,high,,,,,,05-09-2024,15:35:00,18:13:00
703,female,18,0,1,2691,14.4542,,C,16,C,low,24,C,low,,D,low,25,X,high,443,,,170,Y,low,485,Z,high,489,X,medium,68,X,medium,34,,,,,21-06-2024,18:49:00,21:07:00
704,male,25,0,0,36864,7.7417,,Q,17,C,medium,75,,high,,C,medium,6,Y,low,482,X,medium,13,Y,high,450,X,low,352,X,high,304,Z,high,398,,,,,31-10-2024,19:43:00,23:34:00
705,male,26,1,0,350025,7.8542,,S,,C,,54,C,,41,D,unknown,,Z,medium,477,X,,158,Y,,379,Z,high,,X,low,380,Y,low,150,,,,,14-11-2024,16:19:00,17:26:00
706,male,39,0,0,250655,26,,S,56,D,low,93,D,high,,C,high,2,X,medium,96,Z,medium,269,Z,medium,229,X,high,15,Y,high,411,Z,low,275,,,,,12-10-2024,16:56:00,19:19:00
707,female,45,0,0,223596,13.5,,S,,,medium,65,C,high,27,,high,42,X,low,17,Y,low,446,Z,high,387,Y,medium,173,,low,390,,high,473,,,,,11-01-2024,08:56:00,10:41:00
708,male,42,0,0,PC 17476,26.2875,E24,S,,D,,,A,low,,,unknown,3,Y,medium,325,Y,medium,324,X,,134,X,low,104,X,medium,288,Y,medium,189,,,,,19-12-2024,16:41:00,18:11:00
709,female,22,0,0,113781,151.55,,S,47,D,unknown,97,B,,,C,unknown,,X,low,339,X,high,,X,low,331,Z,low,203,X,medium,351,Y,low,156,,,,,27-10-2024,20:21:00,23:43:00
710,male,,1,1,2661,15.2458,,C,,D,unknown,99,D,unknown,40,C,unknown,,X,high,,X,high,208,X,medium,4,Y,low,497,X,,139,Z,high,132,,,,,20-08-2024,21:48:00,00:52:00
711,female,24,0,0,PC 17482,49.5042,C90,C,,,low,74,A,high,25,D,,32,Y,low,118,Y,medium,384,Y,low,451,Z,high,97,X,low,372,X,medium,326,,,,,18-12-2024,18:56:00,22:56:00
712,male,,0,0,113028,26.55,C124,S,,D,high,59,A,medium,63,,,,Y,low,474,X,low,184,X,medium,485,Y,low,298,Y,medium,91,X,low,,,,,,27-10-2024,14:57:00,18:22:00
713,male,48,1,0,19996,52,C126,S,72,A,high,11,D,unknown,54,B,,,X,low,204,Y,high,281,X,high,367,X,,241,Y,low,481,Z,low,279,,,,,01-10-2024,08:38:00,10:12:00
714,male,29,0,0,7545,9.4833,,S,76,D,medium,,,,57,A,,,X,,370,Z,high,492,Y,high,87,Z,low,329,Y,low,20,Y,high,99,,,,,30-03-2024,11:56:00,14:01:00
715,male,52,0,0,250647,13,,S,,C,medium,47,D,,,,high,,X,high,311,Y,high,68,Y,high,129,X,high,,X,high,472,Z,low,473,,,,,28-11-2024,06:15:00,09:18:00
716,male,19,0,0,348124,7.65,F G73,S,79,,,78,,low,72,,medium,36,Z,high,447,Y,high,238,Z,medium,369,Y,low,258,Y,low,230,Z,,21,,,,,23-05-2024,13:58:00,17:12:00
717,female,38,0,0,PC 17757,227.525,C45,C,51,C,medium,58,C,,,D,,,Y,high,356,X,high,304,,high,249,,low,138,Y,high,,X,low,205,,,,,04-05-2024,08:55:00,12:11:00
718,female,27,0,0,34218,10.5,E101,S,,B,low,43,C,,83,C,low,25,,high,,Y,medium,399,Z,high,273,X,low,482,X,low,79,Z,high,62,,,,,04-11-2024,15:27:00,18:29:00
719,male,,0,0,36568,15.5,,Q,,,,,A,low,42,A,,,X,medium,420,Z,high,418,Z,medium,202,Y,medium,133,Z,low,159,X,high,16,,,,,21-11-2024,19:00:00,21:52:00
720,male,33,0,0,347062,7.775,,S,59,D,medium,,,,40,C,medium,73,Z,low,27,Y,medium,143,,low,417,Z,high,72,X,medium,431,Z,,498,,,,,27-03-2024,12:19:00,15:38:00
721,female,6,0,1,248727,33,,S,13,A,,,,,38,B,low,75,,medium,352,Z,high,233,,low,82,X,medium,47,X,medium,7,X,high,42,,,,,22-09-2024,06:17:00,08:53:00
722,male,17,1,0,350048,7.0542,,S,93,B,low,,D,medium,42,,unknown,51,Z,low,293,Z,low,415,Z,medium,220,X,medium,33,X,high,95,Z,low,453,,,,,19-05-2024,21:37:00,00:09:00
723,male,34,0,0,12233,13,,S,84,,low,,,low,66,B,medium,75,Z,low,388,Z,low,419,Y,high,111,Z,medium,176,Y,high,315,Z,high,272,,,,,31-01-2024,13:11:00,14:38:00
724,male,50,0,0,250643,13,,S,,,unknown,87,D,low,49,C,medium,59,Y,high,112,Y,low,411,Z,high,345,X,medium,408,Y,medium,402,Y,low,160,,,,,26-02-2024,06:26:00,08:15:00
725,male,27,1,0,113806,53.1,E8,S,78,D,low,11,D,unknown,12,A,medium,,Z,low,299,X,medium,,X,low,,X,high,77,X,low,215,X,medium,431,,,,,04-09-2024,09:13:00,12:41:00
726,male,20,0,0,315094,8.6625,,S,11,A,high,40,A,unknown,56,C,medium,35,Z,low,142,X,high,133,X,,149,Z,low,2,Y,low,43,X,high,,,,,,14-03-2024,15:42:00,19:19:00
727,female,30,3,0,31027,21,,S,,C,high,51,,,,D,unknown,51,Z,medium,58,Z,,184,Z,high,,Y,low,,X,high,73,Y,,345,,,,,09-11-2024,07:23:00,11:20:00
728,female,,0,0,36866,7.7375,,Q,8,D,high,,C,low,10,,high,,X,low,287,Y,high,327,Z,medium,431,X,low,280,,high,445,Z,low,383,,,,,04-02-2024,09:02:00,12:13:00
729,male,25,1,0,236853,26,,S,48,D,unknown,16,C,,,A,low,76,X,high,10,Z,high,127,X,medium,108,Z,low,281,X,low,107,Z,low,181,,,,,27-04-2024,10:11:00,13:43:00
730,female,25,1,0,STON/O2. 3101271,7.925,,S,65,A,,,D,,31,A,low,,Z,high,46,Z,high,341,Z,medium,434,Y,low,0,Z,medium,289,Y,medium,150,,,,,30-12-2024,09:47:00,13:35:00
731,female,29,0,0,24160,211.3375,B5,S,72,,,59,,medium,,,,5,Z,medium,264,Y,medium,257,Y,high,,Z,low,101,Y,low,468,X,medium,4,,,,,09-01-2024,08:02:00,09:24:00
732,male,11,0,0,2699,18.7875,,C,41,,low,,,medium,17,D,,49,Y,low,449,X,low,221,Y,high,482,Y,low,,Z,low,187,Y,medium,,,,,,31-08-2024,11:53:00,14:08:00
733,male,,0,0,239855,0,,S,,,,16,B,high,,D,,7,X,high,357,Z,medium,177,Z,low,171,Y,,369,Y,high,33,Z,low,21,,,,,07-02-2024,14:15:00,16:01:00
734,male,23,0,0,28425,13,,S,,B,high,42,D,,,,unknown,19,Y,medium,7,X,low,,X,medium,327,Y,medium,325,X,low,,Y,low,228,,,,,24-12-2024,06:25:00,07:42:00
735,male,23,0,0,233639,13,,S,20,,unknown,72,D,,13,B,medium,37,Y,low,54,Y,low,232,,,,Y,low,407,Y,low,,Z,low,265,,,,,05-11-2024,12:19:00,14:51:00
736,male,28.5,0,0,54636,16.1,,S,,,medium,73,,unknown,,A,,0,Y,high,215,X,high,153,X,high,39,Y,medium,273,Y,low,325,X,low,212,,,,,19-04-2024,17:18:00,19:39:00
737,female,48,1,3,W./C. 6608,34.375,,S,,B,,19,C,unknown,31,B,low,22,Y,high,214,X,,191,Y,medium,,X,low,201,Z,high,451,Y,medium,351,,,,,09-02-2024,09:28:00,09:59:00
738,male,35,0,0,PC 17755,512.3292,B101,C,,,unknown,,,medium,58,B,medium,54,,medium,19,Y,high,242,X,low,103,Z,high,279,Y,high,387,X,low,180,,,,,13-07-2024,12:16:00,14:57:00
739,male,,0,0,349201,7.8958,,S,,,high,89,,,56,C,medium,37,Y,medium,128,Y,medium,308,X,low,490,Z,,192,X,high,344,Y,,395,,,,,13-08-2024,13:56:00,15:56:00
740,male,,0,0,349218,7.8958,,S,89,A,unknown,22,A,,,D,,89,Z,high,63,Y,medium,495,,low,44,Y,medium,78,X,low,166,Y,medium,326,,,,,24-10-2024,06:52:00,07:49:00
741,male,,0,0,16988,30,D45,S,81,A,,2,C,medium,58,D,,9,X,low,,Y,high,170,X,medium,382,Z,high,287,Z,low,,X,medium,468,,,,,08-03-2024,08:26:00,09:11:00
742,male,36,1,0,19877,78.85,C46,S,76,C,medium,95,,unknown,56,,low,,Z,medium,329,Y,medium,89,Y,high,419,Y,high,147,X,high,362,Z,high,363,,,,,24-03-2024,07:02:00,08:52:00
743,female,21,2,2,PC 17608,262.375,B57 B59 B63 B66,C,,B,,52,A,,8,A,high,59,Z,medium,195,X,high,488,Z,low,453,Z,high,132,Z,medium,422,Z,medium,63,,,,,19-03-2024,13:37:00,14:29:00
744,male,24,1,0,376566,16.1,,S,27,,high,77,,,,,medium,64,Y,medium,285,X,low,73,Z,medium,264,Z,medium,355,X,low,347,Y,high,279,,,,,16-10-2024,20:43:00,21:23:00
745,male,31,0,0,STON/O 2. 3101288,7.925,,S,79,D,low,32,,,11,B,medium,67,Y,,100,Z,medium,451,X,medium,262,Z,medium,33,X,low,326,Y,high,328,,,,,17-08-2024,15:34:00,18:45:00
746,male,70,1,1,WE/P 5735,71,B22,S,36,A,unknown,,A,,43,B,low,5,Y,low,425,Z,,71,Z,medium,371,X,medium,11,Z,high,359,X,medium,6,,,,,18-08-2024,20:54:00,00:26:00
747,male,16,1,1,C.A. 2673,20.25,,S,53,B,low,,D,medium,36,C,low,79,Y,low,2,,high,181,Y,high,317,X,low,178,,,138,X,medium,22,,,,,21-01-2024,19:37:00,23:10:00
748,female,30,0,0,250648,13,,S,31,C,medium,,A,,,C,medium,33,Z,medium,252,X,high,499,,low,393,Y,medium,297,Y,low,58,Y,low,11,,,,,27-06-2024,18:11:00,21:48:00
749,male,19,1,0,113773,53.1,D30,S,31,D,,47,C,unknown,,D,medium,65,,high,160,Z,low,82,Y,medium,180,Z,high,419,X,medium,314,Y,high,85,,,,,16-09-2024,07:28:00,08:25:00
750,male,31,0,0,335097,7.75,,Q,,C,high,,,unknown,,C,,,Y,medium,225,Z,medium,79,Y,high,466,X,low,258,X,medium,471,Z,high,440,,,,,14-03-2024,12:24:00,14:32:00
751,female,4,1,1,29103,23,,S,,B,high,,B,low,41,,unknown,39,,low,258,,low,304,Y,,216,X,medium,129,X,medium,68,Z,,120,,,,,31-01-2024,15:18:00,16:28:00
752,male,6,0,1,392096,12.475,E121,S,14,,unknown,,A,unknown,6,A,,70,Y,high,323,X,high,95,Y,medium,124,X,low,171,X,medium,35,X,medium,93,,,,,30-05-2024,20:26:00,23:37:00
753,male,33,0,0,345780,9.5,,S,,D,,91,,,0,,medium,93,Y,medium,464,X,medium,12,X,medium,375,Y,low,189,X,low,353,X,low,223,,,,,28-07-2024,20:04:00,21:11:00
754,male,23,0,0,349204,7.8958,,S,93,B,,,A,,54,D,,87,Y,high,280,Z,low,347,X,high,310,Z,low,167,Y,medium,211,Y,,199,,,,,11-10-2024,20:35:00,00:09:00
755,female,48,1,2,220845,65,,S,55,D,,,,medium,,D,high,,Y,low,113,Z,high,479,X,medium,24,Y,,334,X,high,451,Y,low,496,,,,,29-08-2024,14:35:00,18:22:00
756,male,0.67,1,1,250649,14.5,,S,43,D,unknown,51,D,medium,54,B,medium,53,Y,low,,Y,high,379,Z,medium,83,Z,low,399,Y,high,235,Z,low,51,,,,,02-12-2024,08:02:00,08:35:00
757,male,28,0,0,350042,7.7958,,S,73,,medium,,D,,72,,,52,Z,high,256,X,low,482,Y,medium,18,X,high,354,Z,low,260,X,low,420,,,,,30-05-2024,13:08:00,16:51:00
758,male,18,0,0,29108,11.5,,S,38,A,,82,,unknown,75,A,,96,Z,low,432,Y,low,263,Y,medium,287,X,medium,,X,high,30,Y,medium,114,,,,,28-02-2024,11:33:00,12:41:00
759,male,34,0,0,363294,8.05,,S,,D,unknown,72,D,,87,A,medium,20,Z,low,283,X,low,307,Y,high,,Z,medium,143,,medium,476,Y,medium,154,,,,,05-12-2024,09:06:00,11:17:00
760,female,33,0,0,110152,86.5,B77,S,,A,,14,,,,C,,95,Y,,434,X,low,491,Z,low,161,Y,medium,39,Y,,165,Y,,242,,,,,01-04-2024,14:34:00,16:25:00
761,male,,0,0,358585,14.5,,S,17,B,low,58,D,medium,88,C,low,64,Z,low,324,X,medium,251,Z,low,55,X,high,398,Y,low,219,X,high,487,,,,,03-03-2024,18:10:00,21:38:00
762,male,41,0,0,SOTON/O2 3101272,7.125,,S,55,,unknown,53,,low,79,C,unknown,,Z,medium,285,X,high,19,Z,medium,425,X,low,481,Z,high,314,Z,medium,117,,,,,25-11-2024,12:52:00,14:01:00
763,male,20,0,0,2663,7.2292,,C,,C,high,,,low,43,,,,X,medium,164,X,low,119,X,,360,Z,low,27,Z,medium,428,Y,high,171,,,,,26-02-2024,17:51:00,18:21:00
764,female,36,1,2,113760,120,B96 B98,S,93,B,high,,B,medium,50,B,medium,81,Z,low,128,Z,medium,310,X,low,272,Z,medium,65,Z,low,397,X,low,329,,,,,26-12-2024,14:01:00,16:29:00
765,male,16,0,0,347074,7.775,,S,36,C,unknown,,B,,61,A,high,,Z,medium,49,Y,medium,428,Z,high,99,Z,low,107,Z,high,386,Y,low,335,,,,,24-10-2024,07:52:00,09:29:00
766,female,51,1,0,13502,77.9583,D11,S,78,,medium,,,,,,,,Y,low,274,Y,high,303,Z,low,336,Y,medium,398,X,high,,X,,183,,,,,25-11-2024,21:38:00,01:33:00
